environment,agent,beta,lambda,epsilon,scope,target_type,target_definition,aggregation_level,requested_coverage,realized_coverage,retained_rows,total_informative_rows,selective_risk,selective_risk_ci_low,selective_risk_ci_high,bootstrap_available_seed_count,source_file
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.8,0.8013937282229965,4600,5740,0.19847826086956522,0.1406413043478261,0.2680489130434782,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.7,0.7003484320557491,4020,5740,0.16194029850746267,0.10099502487562187,0.22985074626865667,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.6,0.6010452961672473,3450,5740,0.1391304347826087,0.07361594202898548,0.2115942028985507,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.5,0.5,2870,5740,0.11637630662020904,0.05922473867595818,0.18467770034843198,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.3999999999999999,0.40069686411149824,2300,5740,0.09521739130434782,0.04565217391304347,0.16392391304347823,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.29999999999999993,0.30139372822299654,1730,5740,0.08612716763005779,0.04335260115606935,0.13757225433526007,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.19999999999999996,0.20034843205574912,1150,5740,0.07391304347826086,0.02867391304347824,0.12956521739130436,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.1,0.10104529616724739,580,5740,0.04655172413793103,0.010344827586206884,0.09831896551724115,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,1.0,1.0,5737,5737,0.2707103498355474,0.2268292682926829,0.325095818815331,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.9,0.9006449363778979,5167,5737,0.25024911755187446,0.20154738878143133,0.30686539937833496,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.8,0.8012898727557957,4597,5737,0.21754257444581865,0.16391139044810193,0.28109452002663865,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.7,0.7003660449712393,4018,5737,0.18516915422885574,0.12760808457711445,0.2504998756218905,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.6,0.6010109813491372,3448,5737,0.15722144758524528,0.09315923015168799,0.22824018675793295,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.5,0.5000871535645808,2869,5737,0.13455934309592843,0.07741648595307131,0.2013953424624156,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.3999999999999999,0.40073208994247866,2299,5737,0.11569774064932599,0.06177268843744067,0.17700322764382,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.29999999999999993,0.3013770263203765,1729,5737,0.11277725500739347,0.06647398843930635,0.16307921091544555,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.19999999999999996,0.2004531985358201,1150,5737,0.11043478260869563,0.056521739130434775,0.1704565217391303,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.1,0.10109813491371797,580,5737,0.1137931034482759,0.048275862068965524,0.20172413793103453,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
